Protein;Protein ID;Entry Name;Gene;Protein Length;Organism;Protein Existence;Description;Protein Probability;Top Peptide Probability;Combined Total Peptides;Combined Spectral Count;Combined Total Spectral Count;WT_RT_1 Intensity;WT_RT_2 Intensity;WT_RT_3 Intensity;WT_Cold_1 Intensity;WT_Cold_2 Intensity;WT_Cold_2 Intensity;WT_RT_1 MaxLFQ Intensity;WT_RT_2 MaxLFQ Intensity;WT_RT_3 MaxLFQ Intensity;WT_Cold_1 MaxLFQ Intensity;WT_Cold_2 MaxLFQ Intensity;WT_Cold_3 MaxLFQ Intensity;Indistinguishable Proteins
sp|Q94B60|CLPP4_ARATH;Q94B60;CLPP4_ARATH;CLPP4;292;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ATP-dependent Clp protease proteolytic subunit 4, chloroplastic;1;0.999;20;430;430;2712110.8;4617447.5;1.13E+07;485475.1;1458451.5;4101572;615541.06;1068244.9;1731176.9;138958.58;332427.5;863177.44;
sp|Q94B78|GCSP1_ARATH;Q94B78;GCSP1_ARATH;GLDP1;1037;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Glycine dehydrogenase (decarboxylating) 1, mitochondrial;1;0.999;12;75;75;302154.97;50177.477;536056.25;155081.23;156737.69;121079.97;82679.58;32174.744;125760.26;52997.62;48775.656;44832.914;
sp|Q94BP3|FAO4B_ARATH;Q94BP3;FAO4B_ARATH;FAO4B;748;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Long-chain-alcohol oxidase FAO4B;0.9998;0.9989;3;12;12;24374.424;37515.41;19197.152;22000.027;29550.75;36812.523;0;0;0;0;0;0;
sp|Q94BS2|MET1_ARATH;Q94BS2;MET1_ARATH;MET1;335;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein MET1, chloroplastic;1;0.999;27;561;561;2610775.8;3658653.5;7787398.5;595107.7;1395402;3239018;423338.1;574433.4;1182102.9;123788.12;225681.55;506152.47;
sp|Q94BT0|SPSA1_ARATH;Q94BT0;SPSA1_ARATH;SPS1;1043;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Sucrose-phosphate synthase 1;1;0.9987;3;3;3;0;0;15756.702;0;0;0;0;0;0;0;0;0;
sp|Q94BT2|AIR12_ARATH;Q94BT2;AIR12_ARATH;AIR12;252;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Auxin-induced in root cultures protein 12;0.9998;0.999;2;18;18;52781.477;0;79105.64;45827.867;43381.812;52376.516;0;0;0;0;0;0;
sp|Q94BT9|ATOX1_ARATH;Q94BT9;ATOX1_ARATH;ATX1;76;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Copper transport protein ATX1;0.9998;0.999;2;33;33;139548.81;113850.67;157661.14;77127.69;77010.34;105623.664;86817.586;71930.336;96445.61;47711.566;49189.42;66614.37;
sp|Q94BV7|NDB2_ARATH;Q94BV7;NDB2_ARATH;NDB2;582;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;External alternative NAD(P)H-ubiquinone oxidoreductase B2, mitochondrial;1;0.999;3;9;9;0;0;0;0;6951.221;0;0;0;0;0;0;0;
sp|Q94BY1|Y3515_ARATH;Q94BY1;Y3515_ARATH;At3g52155;218;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Uncharacterized protein At3g52155, chloroplastic;1;0.999;3;13;13;28377.957;20771.896;188481.05;0;0;23741.1;0;0;0;0;0;0;
sp|Q94BZ7|GYRBM_ARATH;Q94BZ7;GYRBM_ARATH;GYRBM;732;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;DNA gyrase subunit B, mitochondrial;0.9999;0.999;3;5;5;188147.8;21133.72;0;0;0;0;30675.06;69848.04;0;0;0;0;
sp|Q94CE3|BCA5_ARATH;Q94CE3;BCA5_ARATH;BCA5;301;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Beta carbonic anhydrase 5, chloroplastic;1;0.9989;3;4;4;15367.759;0;29736.002;0;0;0;0;0;0;0;0;0;
sp|Q94CE4|BCA4_ARATH;Q94CE4;BCA4_ARATH;BCA4;280;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Beta carbonic anhydrase 4;1;0.999;12;66;66;125129.195;29874.312;199630.22;98656.95;84012.33;207822.45;38583.406;29140.057;53499.934;21854.61;23723.404;32820.26;
sp|Q94CE5|GATP_ARATH;Q94CE5;GATP_ARATH;POP2;504;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Gamma-aminobutyrate transaminase POP2, mitochondrial;0.9949;0.999;2;2;2;0;0;56116.438;0;0;0;0;0;0;0;0;0;
sp|Q94CJ5|RER4_ARATH;Q94CJ5;RER4_ARATH;RER4;386;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Protein RETICULATA-RELATED 4, chloroplastic;1;0.999;34;1470;1470;2.62E+07;4.02E+07;4.19E+07;9058240;1.73E+07;3.41E+07;6532884;9324648;1.20E+07;2074415.2;3706308.5;6602379.5;
sp|Q94EG6|Y5224_ARATH;Q94EG6;Y5224_ARATH;At5g02240;253;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Uncharacterized protein At5g02240;1;0.999;8;51;64;58418.047;61176.17;137727.52;142392.3;154732.06;177029.83;40462.926;45445.812;54662.47;34530.598;41195.055;48035.67;
sp|Q94EH2|TI222_ARATH;Q94EH2;TI222_ARATH;TIM22-2;210;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Chloroplastic import inner membrane translocase subunit TIM22-2;1;0.999;10;311;311;844894.44;2649614.8;4619491.5;144453.25;248664.16;1310060.2;203922.97;476685.38;721306.5;79767.38;115971.97;248932.1;
sp|Q94F00|IMPL1_ARATH;Q94F00;IMPL1_ARATH;IMPL1;371;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Phosphatase IMPL1, chloroplastic;1;0.999;7;69;69;191164.31;195539.34;614904.4;41764.484;60956.914;170777.27;60545.855;48639.6;128629.83;17776.832;24680.297;46155.45;
sp|Q94FB9|AB1D_ARATH;Q94FB9;AB1D_ARATH;ABCD1;1337;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ABC transporter D family member 1;0.9848;0.999;2;2;2;0;11899.358;123694.53;0;0;0;0;0;0;0;0;0;
sp|Q94FY7|TOCC_ARATH;Q94FY7;TOCC_ARATH;VTE1;488;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Tocopherol cyclase, chloroplastic;1;0.999;22;306;306;1443479.6;1837914;4022329.5;393036.34;753725.5;1864211.1;304585;387589.3;708251.9;144499.77;189444.55;358690.97;
sp|Q94II3|PMTL_ARATH;Q94II3;PMTL_ARATH;ERD3;600;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Probable methyltransferase PMT21;0.9946;0.999;2;3;3;0;0;0;12373.328;12208.406;16348.921;0;0;0;0;0;0;
sp|Q94JQ3|GLYP3_ARATH;Q94JQ3;GLYP3_ARATH;SHM3;529;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Serine hydroxymethyltransferase 3, chloroplastic;1;0.999;10;67;67;175992.08;170241.33;380782.1;74492.99;144070.58;297986.3;59256.12;70989.78;147809.73;32482.828;53599.566;89940.21;
sp|Q94JQ4|RIDA_ARATH;Q94JQ4;RIDA_ARATH;RIDA;187;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Reactive Intermediate Deaminase A, chloroplastic;1;0.999;14;271;271;3897888.8;3105294;3991150.2;1442977.8;1865498.5;2962462.2;1460590.1;1042225.06;1559405.1;547243.44;712526.6;1025696;
sp|Q94JS0|UCRI1_ARATH;Q94JS0;UCRI1_ARATH;UCR1-1;272;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cytochrome b-c1 complex subunit Rieske-1, mitochondrial;0.9144;0.999;1;2;2;0;0;25347.332;0;0;0;0;0;0;0;0;0;sp|Q9LYR2|UCRI2_ARATH
sp|Q94JX5|WLIM1_ARATH;Q94JX5;WLIM1_ARATH;WLIM1;190;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;LIM domain-containing protein WLIM1;0.9999;0.999;3;21;21;63858.797;0;31140.406;42823.734;37407.965;49669.613;39598.95;0;48564.727;27911.262;24253.523;31161.727;
sp|Q94JY0|PAB_ARATH;Q94JY0;PAB_ARATH;PAB;330;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein IN CHLOROPLAST ATPASE BIOGENESIS, chloroplastic;1;0.999;10;39;39;90209.65;112036.06;399357.12;0;13286.049;102804.92;39534.055;37232.387;108637.05;0;0;37462.63;
sp|Q94K05|TCPQ_ARATH;Q94K05;TCPQ_ARATH;CCT8;549;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;T-complex protein 1 subunit theta;1;0.999;4;27;27;31996.309;10714.98;100021.02;21981.766;36544.56;40039.76;20829.186;0;41326.047;14415.383;23204.545;26274.371;
sp|Q94K71|CBBY_ARATH;Q94K71;CBBY_ARATH;CBBY;319;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;CBBY-like protein;1;0.999;12;121;121;750593.75;762942.4;649314.56;104886.75;196333.56;355896.25;144500.4;138000.08;148058.17;33144.57;42470.43;76060.72;
sp|Q94K73|SYFM_ARATH;Q94K73;SYFM_ARATH;At3g58140;429;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Phenylalanine--tRNA ligase, chloroplastic/mitochondrial;1;0.999;18;134;134;778977;1219555;3140001;98256.266;171371.5;328949.22;141537.97;220006.56;235150.47;34598.418;49305.793;80511.92;
sp|Q94K75|RHON1_ARATH;Q94K75;RHON1_ARATH;RHON1;401;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Rho-N domain-containing protein 1, chloroplastic;1;0.999;6;32;32;123512.83;67629.58;126547.45;8350.287;22216.387;47313.21;48313.926;29851.436;56853.9;0;0;31043.715;
sp|Q94K78|UCRY_ARATH;Q94K78;UCRY_ARATH;UCRY;57;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cytochrome b-c1 complex subunit 10, mitochondrial;1;0.999;2;22;22;69061.08;8485.461;128056.04;0;7073.16;77936.78;54173.33;0;111474.94;0;0;57572.797;
sp|Q94KI8|TPC1_ARATH;Q94KI8;TPC1_ARATH;TPC1;733;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Two pore calcium channel protein 1;1;0.999;4;56;56;175140.33;113876.61;268359.9;156219.47;156040;167964.9;83298.055;73721.625;125169.016;47871.266;52024.348;58997.496;
sp|Q94KJ7|VPS33_ARATH;Q94KJ7;VPS33_ARATH;VPS33;592;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Vacuolar protein-sorting-associated protein 33 homolog;1;0.9986;4;9;9;0;0;0;0;10263.719;52790.2;0;0;0;0;0;32167.512;
sp|Q96242|CP74A_ARATH;Q96242;CP74A_ARATH;CYP74A;518;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Allene oxide synthase, chloroplastic;1;0.999;86;4212;4212;5.11E+07;6.62E+07;1.17E+08;1.42E+07;2.80E+07;6.41E+07;4181335.8;5187799;1.05E+07;1309041;2421104.2;4968585.5;
sp|Q96250|ATPG3_ARATH;Q96250;ATPG3_ARATH;ATPC;325;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ATP synthase subunit gamma, mitochondrial;1;0.999;7;32;32;96093.15;29943.572;168742.05;54133.703;62726.46;148558.92;50769.633;24078.363;64409.926;28543.58;33172.117;57755.89;
sp|Q96251|ATPO_ARATH;Q96251;ATPO_ARATH;At5g13450;238;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ATP synthase subunit O, mitochondrial;1;0.999;10;33;33;83594.01;73732.336;246255.47;0;49351.94;146002.03;47538.004;53251.777;139949.58;0;0;90641.65;
sp|Q96252|ATP4_ARATH;Q96252;ATP4_ARATH;At5g47030;203;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ATP synthase subunit delta', mitochondrial;0.9997;0.999;2;18;18;37197.78;4801.539;105156.93;21448.709;20770.451;59995.816;0;0;76719.47;0;0;47559.88;
sp|Q96254|GDI1_ARATH;Q96254;GDI1_ARATH;GDI1;445;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Guanosine nucleotide diphosphate dissociation inhibitor 1;1;0.999;7;19;33;23929.867;24124.57;104395.086;16259.21;16329.48;22436.496;0;0;40827.24;0;0;0;
sp|Q96255|SERB1_ARATH;Q96255;SERB1_ARATH;PSAT1;430;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Phosphoserine aminotransferase 1, chloroplastic;1;0.999;16;155;155;358849.22;179225;555407.06;197558.61;310890.2;600106.1;64141.89;49924.473;93602.195;39097.176;56348.152;92988.08;
sp|Q96262|PCAP1_ARATH;Q96262;PCAP1_ARATH;PCAP1;225;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Plasma membrane-associated cation-binding protein 1;1;0.999;18;413;413;6578109;3235017;3212933;2047789.4;2263098;2851896;2061417.4;1149749.4;1550383.5;734277.5;753973.3;964795.1;
sp|Q96266|GSTF8_ARATH;Q96266;GSTF8_ARATH;GSTF8;263;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Glutathione S-transferase F8, chloroplastic;1;0.999;15;159;168;442065.97;360216.06;892698.75;203528.11;319270.72;616042.75;100901.61;93336.164;251855.78;61135.07;73477.445;111769.93;
sp|Q96270|LEA7_ARATH;Q96270;LEA7_ARATH;LEA7;169;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Late embryogenesis abundant protein 7;0.914;0.999;1;3;3;0;0;1673.2845;0;0;0;0;0;0;0;0;0;
sp|Q96283|RAA2C_ARATH;Q96283;RAA2C_ARATH;RABA2C;217;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Ras-related protein RABA2c;1;0.999;10;44;176;55943.57;61671.297;167911.6;0;2708.215;40617.438;21803.023;30353.568;68460.016;0;0;22510.03;
sp|Q96290|MSSP1_ARATH;Q96290;MSSP1_ARATH;MSSP1;734;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Monosaccharide-sensing protein 1;1;0.999;3;5;5;0;11805.178;34330.004;0;0;27186.562;0;0;0;0;0;0;
sp|Q96291|BAS1A_ARATH;Q96291;BAS1A_ARATH;BAS1;266;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;2-Cys peroxiredoxin BAS1, chloroplastic;1;0.999;19;452;452;7878401.5;9093193;1.46E+07;852252.06;1501227.6;4273896.5;1870885.5;1939062.6;2883244.8;243176;373275.56;960902.3;
sp|Q96292|ACT2_ARATH;Q96292;ACT2_ARATH;ACT2;377;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Actin-2;1;0.999;20;225;225;851243.3;496120.03;1491296.2;580064.94;585942.3;839297.44;170595.64;137224.05;279525.62;137515.11;133557.7;165787.73;sp|Q96293|ACT8_ARATH
sp|Q96299|14339_ARATH;Q96299;14339_ARATH;GRF9;263;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;14-3-3-like protein GF14 mu;1;0.999;6;51;59;131019.97;82877.234;173650.44;121085.52;102675;126731.36;37880.2;35557.35;61845.766;32158.283;30987.486;38950.758;
sp|Q96300|14337_ARATH;Q96300;14337_ARATH;GRF7;265;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;14-3-3-like protein GF14 nu;0.9992;0.999;8;13;79;20160.15;21350.31;35644.28;22976.43;22217.6;19432.912;0;0;0;0;0;0;
sp|Q96327|EBP1_ARATH;Q96327;EBP1_ARATH;EBP1;392;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ERBB-3 BINDING PROTEIN 1;1;0.999;3;19;19;35442.203;15862.902;74226.14;8744.585;21013.004;13171.962;20720.947;0;37791.547;0;12323.814;0;
sp|Q96328|SAC8_ARATH;Q96328;SAC8_ARATH;SAC8;588;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Phosphoinositide phosphatase SAC8;1;0.999;11;55;55;123926.92;134374.61;240868.44;11082.317;22427.422;92189.62;36806.81;55704.93;36074.547;0;15879.132;29259.498;
sp|Q96329|ACOX4_ARATH;Q96329;ACOX4_ARATH;ACX4;436;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Acyl-coenzyme A oxidase 4, peroxisomal;1;0.999;5;31;31;33361.984;70555.21;0;45720.977;16385.912;11868.78;21381.11;23490.734;0;20208.982;16358.33;0;
sp|Q96500|LIRP1_ARATH;Q96500;LIRP1_ARATH;LIR1;141;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Light-regulated protein 1, chloroplastic;0.9998;0.999;1;44;44;197810.72;289735.25;1085287;99867.86;157315.34;273429.3;111987.71;163869.69;616616.6;56562.89;89263.11;153197.28;
sp|Q96514|C71B7_ARATH;Q96514;C71B7_ARATH;CYP71B7;504;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cytochrome P450 71B7;1;0.999;3;6;6;11267.029;0;0;0;0;43918.805;0;0;0;0;0;16541.57;
sp|Q96529|PURA_ARATH;Q96529;PURA_ARATH;PURA;490;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Adenylosuccinate synthetase, chloroplastic;1;0.999;12;83;83;264922.9;202864.16;863552.94;41534.04;78092.43;248591.7;74280.57;67209.05;225824.53;22472.37;30406.121;64474.215;
sp|Q96533|ADHX_ARATH;Q96533;ADHX_ARATH;ADH2;379;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Alcohol dehydrogenase class-3;1;0.999;7;22;22;25271.37;13248.877;79491.125;11415.605;8121.5845;13061.547;18871.756;0;47534.676;0;0;0;
sp|Q9ASR1|EF2_ARATH;Q9ASR1;EF2_ARATH;LOS1;843;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Elongation factor 2;1;0.999;36;279;279;871186.5;567724.4;1566681.5;664835.2;673944.9;1062974.5;151217.56;118799.71;328539.8;118478.18;127198.766;173088.83;
sp|Q9ASS6|PNSL5_ARATH;Q9ASS6;PNSL5_ARATH;PNSL5;259;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Photosynthetic NDH subunit of lumenal location 5, chloroplastic;1;0.999;6;80;80;185671.56;131320.1;590009.44;79769.984;211260.27;540778.6;62687.96;63964.88;195742.38;41241.64;75283.07;158463.38;
sp|Q9ASV6|RR20_ARATH;Q9ASV6;RR20_ARATH;RPS20;202;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;30S ribosomal protein S20, chloroplastic;1;0.999;11;305;305;2436691;2571669.2;2756902.2;1588188.9;1635206.6;2041553.1;1012776.44;1099699.9;1476329.2;623340.44;660522.7;821141.25;
sp|Q9ASX5|Y5520_ARATH;Q9ASX5;Y5520_ARATH;At5g05200;540;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic;1;0.999;5;11;11;0;0;145017.92;0;0;15825.593;0;0;27615.742;0;0;10510.523;
sp|Q9AT00|TGD3_ARATH;Q9AT00;TGD3_ARATH;TGD3;345;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein TRIGALACT;1;0.999;26;697;697;2483668.2;3032716.2;6786610;1231587;1877056;3652174.8;242380.84;294003.5;620944.75;116298.27;167664.9;326698.7;
sp|Q9C4Z6|GPLPB_ARATH;Q9C4Z6;GPLPB_ARATH;RACK1B;326;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Receptor for activated C kinase 1B;0.9844;0.999;3;2;29;0;14426.826;30443.633;0;0;0;0;0;0;0;0;0;sp|Q9LV28|GPLPC_ARATH
sp|Q9C4Z7|MINE1_ARATH;Q9C4Z7;MINE1_ARATH;MINE1;229;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cell division topological specificity factor homolog, chloroplastic;1;0.999;9;235;235;834015.8;1201859;3212136.5;285415.16;489946.7;1022973.8;192194.28;277236.5;628898.3;81758.445;117485.39;229959.77;
sp|Q9C500|WPP2_ARATH;Q9C500;WPP2_ARATH;WPP2;180;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;WPP domain-containing protein 2;1;0.999;3;39;39;32526.533;34506.8;63837.805;6580.776;26321.434;61242.62;15906.145;16750.387;35462.7;0;9574.828;20862.014;
sp|Q9C509|SGPL_ARATH;Q9C509;SGPL_ARATH;DPL1;544;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Sphingosine-1-phosphate lyase;0.9145;0.999;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;
sp|Q9C514|RS71_ARATH;Q9C514;RS71_ARATH;RPS7A;191;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;40S ribosomal protein S7-1;1;0.999;10;42;54;215889.58;123749.84;138971.92;175263.06;95696.016;99364.96;75453.66;45504.82;87534.05;67302.52;56835.844;42177.09;
sp|Q9C522|ACLB1_ARATH;Q9C522;ACLB1_ARATH;ACLB-1;608;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;ATP-citrate synthase beta chain protein 1;1;0.999;5;14;14;46847.117;14822.195;62954.562;21671.584;11660.728;13774.256;27697.781;0;40306.676;12105.832;0;0;
sp|Q9C524|SCRK6_ARATH;Q9C524;SCRK6_ARATH;At1g66430;384;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Probable fructokinase-6, chloroplastic;1;0.999;7;24;24;84007.24;30770.252;273470.06;23987.248;31199.691;70534.69;43950.484;0;85545.42;17257.248;22903.334;36808.65;
sp|Q9C550|LEU12_ARATH;Q9C550;LEU12_ARATH;IPMS2;631;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;2-isopropylmalate synthase 2, chloroplastic;1;0.999;15;7;73;11446.317;73607.44;29256.79;0;0;40629.016;0;38527.734;0;0;0;21358.145;
sp|Q9C5C2|BGL37_ARATH;Q9C5C2;BGL37_ARATH;TGG2;547;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Myrosinase 2;1;0.999;14;125;125;540193.4;106693.34;0;0;3928.7646;4054.359;80189.84;28183.486;0;0;0;0;
sp|Q9C5C5|TRL4_ARATH;Q9C5C5;TRL4_ARATH;At1g07700;204;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Thioredoxin-like 4, chloroplastic;1;0.999;5;32;32;119306.79;107705.84;201837.27;8730.964;30237.29;66999.79;44439.805;44866.53;70755.45;0;17621.637;27752.896;
sp|Q9C5C8|MSRB2_ARATH;Q9C5C8;MSRB2_ARATH;MSRB2;202;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Peptide methionine sulfoxide reductase B2, chloroplastic;0.9996;0.999;2;23;23;86630.52;64249.375;67842.91;15516.683;24446.898;46802.21;43195.52;0;0;0;0;0;
sp|Q9C5D0|CBSX2_ARATH;Q9C5D0;CBSX2_ARATH;CBSX2;238;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;CBS domain-containing protein CBSX2, chloroplastic;1;0.999;9;62;62;80533.14;105044.55;341774.66;14117.873;52815.758;116575.94;45264.086;45549.53;122687.29;0;30475.98;42309.56;
sp|Q9C5D6|CAAT9_ARATH;Q9C5D6;CAAT9_ARATH;CAT9;569;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Cationic amino acid transporter 9, chloroplastic;1;0.999;2;10;10;21990.275;0;148433;15414.283;10683.755;0;0;0;0;0;0;0;
sp|Q9C5J8|OEP80_ARATH;Q9C5J8;OEP80_ARATH;OEP80;732;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Outer envelope protein 80, chloroplastic;1;0.999;65;1705;1705;9152914;1.22E+07;2.09E+07;2741767.2;4442687.5;8692194;636904.3;844549.44;1546517.4;231674.48;329313.03;600258.7;
sp|Q9C5M0|DTC_ARATH;Q9C5M0;DTC_ARATH;DTC;298;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Mitochondrial dicarboxylate/tricarboxylate transporter DTC;1;0.999;8;146;146;447939.1;491265.22;761737.4;181880.69;299156.72;500869.12;159714.8;181675.33;344870.72;69027.62;102944.57;186409.19;
sp|Q9C5M3|LUP1_ARATH;Q9C5M3;LUP1_ARATH;LUP1;757;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Lupeol synthase 1;0.9145;0.999;1;1;1;0;0;26078.566;0;0;9084.689;0;0;0;0;0;0;
sp|Q9C5N2|TMN9_ARATH;Q9C5N2;TMN9_ARATH;TMN9;644;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Transmembrane 9 superfamily member 9;0.9998;0.999;3;2;4;18837.875;0;0;0;0;33909.418;0;0;0;0;0;0;
sp|Q9C5N8|GDL20_ARATH;Q9C5N8;GDL20_ARATH;At1g54020;372;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;GDSL esterase/lipase At1g54020;1;0.999;4;6;9;47705.832;0;126919.66;0;0;0;34778.203;0;78549.016;0;0;0;
sp|Q9C5R8|BAS1B_ARATH;Q9C5R8;BAS1B_ARATH;At5g06290;273;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;2-Cys peroxiredoxin BAS1-like, chloroplastic;1;0.999;16;123;383;2681543.5;3310385.5;6171884;238205.83;404177.84;1515837.2;1748552.9;1690867.2;2663198.8;252439.02;368520.3;826619.25;
sp|Q9C5U8|HIS8_ARATH;Q9C5U8;HIS8_ARATH;HISN8;466;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Histidinol dehydrogenase, chloroplastic;1;0.999;13;80;80;274348.03;482696.16;368191.97;54580.34;111195.984;207983.02;106366.24;126560.67;150182.38;35921.61;44659.258;75362.23;
sp|Q9C5W0|DGAT3_ARATH;Q9C5W0;DGAT3_ARATH;DGAT3;360;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Diacylglycerol O-acyltransferase 3;0.9934;0.9983;2;3;3;0;0;7360.1294;0;0;28322.498;0;0;0;0;0;0;
sp|Q9C5W3|NADK2_ARATH;Q9C5W3;NADK2_ARATH;NADK2;985;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;NAD kinase 2, chloroplastic;1;0.999;5;11;11;26146.498;14008.955;87791.82;0;0;12467.053;0;0;59439.2;0;0;0;
sp|Q9C5W7|TOM2A_ARATH;Q9C5W7;TOM2A_ARATH;TOM2A;280;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Tobamovirus multiplication protein 2A;1;0.999;3;18;18;36114.69;0;22816.246;27034.555;39701.33;20069.844;20818.695;0;0;16291.697;22880.5;0;
sp|Q9C5Z1|EIF3B_ARATH;Q9C5Z1;EIF3B_ARATH;TIF3B1;712;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Eukaryotic translation initiation factor 3 subunit B;0.9144;0.999;1;1;1;0;0;0;0;0;9139.664;0;0;0;0;0;0;tr|Q8GUM1|Q8GUM1_ARATH
sp|Q9C639|LHCA5_ARATH;Q9C639;LHCA5_ARATH;LHCA5;256;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Photosystem I chlorophyll a/b-binding protein 5, chloroplastic;1;0.999;3;22;22;20298.959;39683.93;24544.316;18818.293;22016.51;89758.91;0;23185.81;0;0;0;52365.742;
